Reporting Period,Project Number,Legacy Project Number,CESIR Number,Street Address,City,County,State,ZIP Code,Incorporated Municipality,Municipality Type,Census Tract,NYS Disadvantaged Community Status,Climate and Economic Justice Screening Tool Status,Sector,Program Type,Solicitation,Electric Utility,Purchase Type,Date Application Received,Date Completed,Project Status,Contractor,Minority or Women Owned Business Enterprise (MWBE),Primary Inverter Manufacturer,Primary Inverter Model Number,Total Inverter Quantity,Primary PV Module Manufacturer,PV Module Model Number,Total PV Module Quantity,Project Cost,Total NYSERDA Incentive,Affordable Solar Residential Adder,Affordable Multifamily Housing Incentive,Community Adder,Inclusive Community Solar Adder,Expanded Solar For All Adder,Brownfield/Landfill Adder,Canopy Adder,Floating Solar Adder,Prevailing Wage Adder,Total Nameplate kW DC,Expected KWh Annual Production,Remote Net Metering,Community Distributed Generation,Green Jobs Green New York Participant,Latitude,Longitude,Georeference
1/31/2026,0001023848,,,,Geneva,Seneca,NY,14456,,,,,,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Lease,1/23/2026,,Pipeline,,No,"Enphase Energy, Inc.",IQ8MC-72-M-US {240V},26,"HD HYUNDAI ENERGY SOLUTIONS CO., LTD.",HiS-T440NF(BK),26,"$56,400.00 ","$9,152.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,11.44,"14,565.00",,No,No,,,
1/31/2026,0000646588,,,,Macedon,Wayne,NY,14502,Macedon,Town,,,,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,10/28/2023,2/2/2024,Complete,CIR Electrical Construction Corp.,No,Enphase Energy Inc.,IQ8PLUS-72-2-US [240V],15,Silfab Solar Inc.,SIL-410HC+,15,"$37,382.58 ","$1,230.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,6.15,"7,358.00",,No,No,43.0820518,-77.280604,POINT (-77.280604 43.0820518)
1/31/2026,0000130093,,,,Honeoye Falls,Monroe,NY,14472,Rush,Town,,,,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,8/8/2018,9/28/2018,Complete,Apex Energy Tek LLC,No,SolarEdge Technologies Ltd.,SE7600H-US [240V],3,Trina Solar,TSM-300DD05A.05(II),88,"$83,160.00 ","$8,750.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,26.4,"28,482.00",,No,No,42.9713291,-77.6731429,POINT (-77.6731429 42.9713291)
1/31/2026,0000007223,5247-60939,,,Trumansburg,Seneca,NY,14886,Covert,Town,,,,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,3/19/2015,10/21/2015,Complete,"Renovus Energy, Inc",No,SMA America,SB10000TL-US (240V) (240V),1,WINAICO,WSP-280M6,39,"$41,831.64 ","$7,644.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,10.92,"12,442.00",No,No,No,42.5844045,-76.6966089,POINT (-76.6966089 42.5844045)
1/31/2026,0000049818,4835-32020,,,Rush,Monroe,NY,14543,Rush,Town,,,,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,4/16/2013,10/31/2013,Complete,Leo J. Roth Corporation,No,SMA America,SB6000US (240V),2,SolarWorld,SW265 Mono,48,"$44,300.00 ","$9,800.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,12.72,"15,015.00",,No,No,42.9713291,-77.6731429,POINT (-77.6731429 42.9713291)
1/31/2026,0000068147,,,,Phelps,Ontario,NY,14532,Phelps,Town,,,,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,9/16/2016,12/28/2016,Complete,Halco Renewable Energy (dba for Halcyon),No,SMA America,SB7700TL-US-22-240V,1,SolarWorld,SW 260 Poly,33,"$28,764.20 ","$3,432.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8.58,"10,097.00",,No,Yes,42.9570578,-77.047327,POINT (-77.047327 42.9570578)
1/31/2026,0000001727,02149-010,,,Brockport,Monroe,NY,14420,Sweden,Town,,,,Residential,Residential/Small Commercial,PON 716,National Grid,,4/21/2008,4/27/2009,Complete,Quality Solar Concepts,No,Fronius USA,IG 3000,1,Mitsubishi Electric,PV-MF165EB3,20,"$22,024.00 ","$13,200.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,3.3,"3,443.00",,No,No,43.2161824,-77.9306616,POINT (-77.9306616 43.2161824)
1/31/2026,0000088702,,,,Geneva,Ontario,NY,14456,Seneca,Town,,,,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,5/23/2017,8/2/2017,Complete,Finger Lakes Power Systems LLC DBA QwikSolar,No,SMA Solar Technology,SB7.7-1SP-US-40 (240V),1,LG Electronics,LG280S1C-G4,30,"$23,413.00 ","$3,360.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8.4,"10,072.00",,No,No,42.8331178,-77.0736313,POINT (-77.0736313 42.8331178)
1/31/2026,0000023662,4116-32802,,,Lyndonville,Orleans,NY,14098,Yates,Town,,,,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,5/23/2013,12/17/2013,Complete,"Solar Liberty Energy Systems, Inc.",No,Power-One,PVI-5000-OUTD-US-A (240V),2,Renesola Jiangsu,JC260M-24/Bbv,38,"$43,472.00 ","$12,844.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,9.88,"11,872.00",,No,No,43.3440938,-78.3604016,POINT (-78.3604016 43.3440938)
1/31/2026,0000019401,4627-50883,,,Canandaigua,Ontario,NY,14424,Canandaigua,City,,,,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,10/28/2014,2/19/2015,Complete,"O'Connell Electric Co., Inc.",No,SMA America,SB3000TL-US-22 (240V),2,Lightway Green New Energy,LW240(29)P1650x990,28,"$33,575.00 ","$6,048.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,6.72,"7,206.00",No,No,No,42.8817829,-77.2707306,POINT (-77.2707306 42.8817829)
1/31/2026,0000330673,,,,Penn Yan,Yates,NY,14527,Milo,Town,,,,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,10/6/2021,11/16/2021,Complete,Finger Lakes Power Systems LLC DBA QwikSolar,No,Enphase Energy Inc.,IQ7A-72-2-US [240V],38,Hanwha Q CELLS,Q.PEAK DUO L-G8.2 430,38,"$37,255.20 ","$5,719.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,16.34,"17,212.00",,No,No,42.7120256,-77.0763784,POINT (-77.0763784 42.7120256)
1/31/2026,0000243554,,,,Spencerport,Monroe,NY,14559,Ogden,Town,,,,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,4/28/2020,7/2/2020,Complete,Renewable Rochester LLC,No,SunPower,SPR-X22-370-E-AC [240V],40,Sunpower,SPR-X22-370-E-AC,40,"$47,800.00 ","$5,180.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,14.8,"17,399.00",,No,No,43.1857382,-77.8104262,POINT (-77.8104262 43.1857382)
1/31/2026,0000050371,4976-67506,,,Naples,Ontario,NY,14512,Naples,Town,,,,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,6/19/2015,4/21/2017,Complete,Freedom Solar,No,Altenergy Power System,YC500A (240V),38,SolarWorld,SW 275 Mono,76,"$64,638.00 ","$14,364.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,20.9,"23,001.00",No,No,No,42.624554,-77.4325008,POINT (-77.4325008 42.624554)
1/31/2026,0000221210,,,,Livonia,Livingston,NY,14487,Livonia,Town,,,,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,11/13/2019,12/13/2019,Complete,"Fusion Energy Services, LLC",No,Altenergy Power System Inc.,QS1 [240V],9,Vikram Solar,SOMERA VSM.72.345.05,30,"$23,531.00 ","$3,622.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,10.35,"11,271.00",,No,No,42.8090331,-77.653613,POINT (-77.653613 42.8090331)
1/31/2026,0000067567,4116-20466,,,Pittsford,Monroe,NY,14534,Henrietta,Town,,,,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,,7/16/2010,8/10/2011,Complete,"Solar Liberty Energy Systems, Inc.",No,SunPower,SPR-5000m (240V),1,SunPower,SPR-210-BLK-U,24,"$29,232.00 ","$8,820.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,5.04,"5,366.00",,No,No,43.0845044,-77.5831821,POINT (-77.5831821 43.0845044)
1/31/2026,0000000654,02077-025,,,Hemlock,Ontario,NY,14466,Richmond,Town,,,,Residential,Residential/Small Commercial,PON 716,National Grid,,11/13/2007,11/11/2009,Complete,"Rochester Solar Technologies, LLC",No,SMA America,SB5000US (240V),1,Evergreen Solar,ES-190-SL,24,"$37,272.94 ","$20,520.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,4.56,"5,347.00",,No,No,42.7599963,-77.540584,POINT (-77.540584 42.7599963)
1/31/2026,0000066997,4995-39384,,,Bloomfield,Ontario,NY,14469,East Bloomfield,Town,,,,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,2/5/2014,6/12/2014,Complete,Halco Renewable Energy (dba for Halcyon),No,SMA America,SB4000TL-US-22 (240V),2,SolarWorld,Protect SW 270 Mono Black,30,"$40,824.00 ","$8,100.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8.1,"8,769.00",No,No,No,42.891434,-77.455276,POINT (-77.455276 42.891434)
1/31/2026,0000181176,,,,Churchville,Monroe,NY,14428,Chili,Town,,,,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,4/9/2019,7/22/2019,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,SolarEdge Technologies Ltd.,SE5000H-US [240V],1,Hanwha Q Cells,Q.PEAK DUO-G5 325,18,"$21,300.00 ","$2,047.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,5.85,"6,400.00",,No,No,43.0744693,-77.7435876,POINT (-77.7435876 43.0744693)
1/31/2026,0000921945,,,,Romulus,Seneca,NY,14541,,,,,,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,5/14/2025,9/25/2025,Complete,Finger Lakes Power Systems LLC DBA QwikSolar,No,"Enphase Energy, Inc.",IQ8H-240-72-2-US {240V},58,Silfab Solar Inc.,SIL-440QD,58,"$77,400.00 ","$3,750.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,25.52,"22,916.00",,No,No,,,
1/31/2026,0000640547,,,,Darien Center,Genesee,NY,14040,Darien,Town,36037951400,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,10/14/2023,10/8/2024,Complete,Solar Liberty,No,SunPower,SPR-M410-H-AC [240V],23,SunPower,SPR-M410-BLK-H-AC,23,"$37,083.48 ","$1,886.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,9.43,"9,435.00",,No,No,42.9143777,-78.3198634,POINT (-78.3198634 42.9143777)
1/31/2026,0000192210,,,,Batavia,Genesee,NY,14020,Batavia,Town,36037950400,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,7/13/2019,8/29/2019,Complete,"Solar Liberty Energy Systems, Inc.",No,SolarEdge Technologies Ltd.,SE10000H-US [240V],1,Sunpower,SPR-E19-320,33,"$33,580.80 ","$3,696.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,10.56,"12,090.00",,No,No,42.9969801,-78.2278893,POINT (-78.2278893 42.9969801)
1/31/2026,0000382416,,,,Bergen,Genesee,NY,14416,Bergen,Town,36037950100,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,1/18/2022,3/8/2022,Complete,3rd ROC Solar LLC,No,Altenergy Power System Inc.,YC600 [240V],30,Hanwha Q CELLS,Q.PEAK DUO L-G5.2 405,60,"$65,715.00 ","$12,150.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,24.3,"29,742.00",,No,No,43.0838641,-78.0213473,POINT (-78.0213473 43.0838641)
1/31/2026,0000248457,,,,Alden,Genesee,NY,14004,Darien,Town,36037951400,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,7/15/2020,8/10/2020,Complete,"Buffalo Solar Solutions, Inc.",No,SolarEdge Technologies Ltd.,SE7600H-US [240V],2,Solaria Corporation,Solaria PowerXT-430C-PD,32,"$40,555.00 ","$4,816.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,13.76,"17,026.00",,No,No,42.9143777,-78.3198634,POINT (-78.3198634 42.9143777)
1/31/2026,0001010327,,,,Elba,Genesee,NY,14058,Elba,Town,36037950200,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,11/20/2025,,Pipeline,,No,SolarEdge Technologies Ltd.,SE7600H-US {240V},1,SEG Solar Inc.,SEG-440-BTD-BG,20,"$28,956.00 ","$1,320.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8.8,"10,311.00",,No,No,43.0910589,-78.2032421,POINT (-78.2032421 43.0910589)
1/31/2026,0000290762,,,,Corfu,Genesee,NY,14036,Pembroke,Town,36037950300,Inside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,3/12/2021,4/19/2021,Complete,Geotherm Inc,No,SolarEdge Technologies Ltd.,SE10000H-US [240V],1,Mission Solar Energy LLC,MSE385SR9S,33,"$29,500.00 ","$3,369.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,12.7,"12,694.00",,No,No,43.0410562,-78.3762863,POINT (-78.3762863 43.0410562)
1/31/2026,0000184730,,,,Le Roy,Genesee,NY,14482,LeRoy,Town,36037951100,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,5/3/2019,6/19/2019,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,Hanwha Q Cells,Q.PEAK DUO-G5 310,14,"$20,256.00 ","$1,519.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,4.34,"5,172.00",,No,No,42.993331,-78.0247372,POINT (-78.0247372 42.993331)
1/31/2026,0000044531,5098-92360,,,Akron,Genesee,NY,14001,Pembroke,Town,36037950300,Inside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Lease,3/7/2016,5/2/2016,Complete,NRG Residential Solar Solutions,No,SolarEdge Technologies,SE 7600A-US (240V),1,Jinko Solar,JKM260P-60B,30,"$23,170.45 ","$3,120.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.8,"9,480.00",No,No,No,43.0410562,-78.3762863,POINT (-78.3762863 43.0410562)
1/31/2026,0000028459,4493-48116,,,Byron,Genesee,NY,14422,Byron,Town,36037950100,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Lease,9/18/2014,4/15/2015,Complete,Direct Energy Solar (formerly Astrum),No,Enphase Energy,M215-60-2LL-S2X,35,Kyocera Solar,KD250GX-LFB2,35,"$35,000.00 ","$8,750.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8.75,"9,457.00",No,No,No,43.0838641,-78.0213473,POINT (-78.0213473 43.0838641)
1/31/2026,0000478778,,,,East Bethany,Genesee,NY,14054,Bethany,Town,36037951300,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,8/6/2022,12/12/2022,Complete,Geotherm Inc,No,SolarEdge Technologies Ltd.,SE7600H-US [240V],2,Mission Solar Energy LLC,MSE420SX6W,40,"$60,100.00 ","$6,720.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,16.8,"18,714.00",,No,No,42.9080498,-78.0691721,POINT (-78.0691721 42.9080498)
1/31/2026,0000015230,4994-41781,,,Corfu,Genesee,NY,14036,Darien,Town,36037951400,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Lease,5/14/2014,7/14/2014,Complete,NRG Residential Solar Solutions,No,Enphase Energy,M215-60-2LL-S2X,28,Renesola Jiangsu,JC250M-24/Bbv,28,"$27,650.00 ","$7,000.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7,"7,229.00",No,No,No,42.9143777,-78.3198634,POINT (-78.3198634 42.9143777)
1/31/2026,0000342024,,,,Oakfield,Genesee,NY,14125,Batavia,Town,36037950400,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,10/22/2021,12/3/2021,Complete,CIR Electrical Construction Corp.,No,SolarEdge Technologies Ltd.,SE7600H-US [240V],1,Panasonic Corporation of North America,EVPV360,24,"$21,600.00 ","$3,024.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8.64,"9,835.00",,No,No,42.9969801,-78.2278893,POINT (-78.2278893 42.9969801)
1/31/2026,0000619400,,,,Darien Center,Genesee,NY,14040,Darien,Town,36037951400,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,8/3/2023,10/11/2023,Complete,CIR Electrical Construction Corp.,No,Enphase Energy Inc.,IQ8PLUS-72-2-US [240V],22,REC Solar,REC405AA Pure,22,"$28,512.00 ","$1,782.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8.91,"10,762.00",,No,No,42.9143777,-78.3198634,POINT (-78.3198634 42.9143777)
1/31/2026,0000706942,,,,Corfu,Genesee,NY,14036,Darien,Town,36037951400,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,1/24/2024,4/8/2024,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE11400H-US [240V],1,"Prism Solar Technologies, Inc.",PST-445W-m72H,30,"$38,880.00 ","$2,670.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,13.35,"16,115.00",,No,Yes,42.9143777,-78.3198634,POINT (-78.3198634 42.9143777)
1/31/2026,0000266244,,,,Batavia,Genesee,NY,14020,Batavia,Town,36037950400,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,3/3/2021,4/1/2021,Complete,"Buffalo Solar Solutions, Inc.",No,SolarEdge Technologies Ltd.,SE11400H-US [240V],1,Hanwha Q CELLS,Q.PLUS L-G4.2 345,34,"$46,415.00 ","$4,106.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,11.73,"13,186.00",,No,No,42.9969801,-78.2278893,POINT (-78.2278893 42.9969801)
1/31/2026,0000297552,,,,Oakfield,Genesee,NY,14125,Oakfield,Town,36037950200,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,4/17/2021,7/6/2021,Complete,CIR Electrical Construction Corp.,No,SolarEdge Technologies Ltd.,SE11400A-US [240V],2,Hanwha Q CELLS,Q.PEAK DUO L-G8.2 425,60,"$66,300.00 ","$8,750.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,25.5,"28,951.00",,No,No,43.0910589,-78.2032421,POINT (-78.2032421 43.0910589)
1/31/2026,0000031885,4493-56515,,,Alexander,Genesee,NY,14005,Darien,Town,36037951400,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,1/6/2015,4/16/2015,Complete,Direct Energy Solar (formerly Astrum),No,Enphase Energy,M215-60-2LL-S2X-IG,38,Kyocera Solar,KD255GX-LFB2,38,"$36,307.00 ","$7,752.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,9.69,"11,565.00",No,No,No,42.9143777,-78.3198634,POINT (-78.3198634 42.9143777)
1/31/2026,0000012408,4667-31268,,,Darien Center,Genesee,NY,14040,Alexander,Town,36037951400,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,2/21/2013,8/9/2013,Complete,"Arista Power, Inc.",No,Enphase Energy,M215-60-2LL-S2X,30,SolarWorld,SW265 Mono,30,"$32,760.00 ","$10,500.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.95,"8,599.00",,No,No,42.9143777,-78.3198634,POINT (-78.3198634 42.9143777)
1/31/2026,0000036234,4116-68521,,,Oakfield,Genesee,NY,14125,Oakfield,Town,36037950200,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,7/8/2015,1/27/2016,Complete,"Solar Liberty Energy Systems, Inc.",No,SolarEdge Technologies,SE6000 (240V) w/ -ER-US or A-US,1,Axitec,AC-250M/156-60S,29,"$23,490.00 ","$4,350.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.25,"8,610.00",No,No,No,43.0910589,-78.2032421,POINT (-78.2032421 43.0910589)
1/31/2026,0000032185,4116-57952,,,Corfu,Genesee,NY,14036,Pembroke,Town,36037950300,Inside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,1/29/2015,7/13/2015,Complete,"Solar Liberty Energy Systems, Inc.",No,SolarEdge Technologies,SE3800 (240V) w/ -ER-US or A-US,1,Trina Solar,TSM-250PA05,16,"$12,600.00 ","$3,200.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,4,"4,562.00",No,No,No,43.0410562,-78.3762863,POINT (-78.3762863 43.0410562)
1/31/2026,0000241224,,,,East Bethany,Genesee,NY,14054,Stafford,Town,36037951100,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,5/28/2020,7/1/2020,Complete,"Buffalo Solar Solutions, Inc.",No,SolarEdge Technologies Ltd.,SE6000H-US [240V],2,Solaria Corporation,Solaria PowerXT-400R-PM,40,"$42,240.00 ","$5,600.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,16,"16,627.00",,No,No,42.993331,-78.0247372,POINT (-78.0247372 42.993331)
1/31/2026,0000055483,4627-68764,,,Bergen,Genesee,NY,14416,LeRoy,Town,36037951100,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,7/9/2015,12/11/2015,Complete,"O'Connell Electric Co., Inc.",No,SMA America,SB9000TL-US-12 (240V) (240V),4,SolarWorld,Protect SW 285 Mono,88,"$73,200.00 ","$15,000.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,25.08,"30,735.00",No,No,No,42.993331,-78.0247372,POINT (-78.0247372 42.993331)
1/31/2026,0000032100,4627-57699,,,Le Roy,Genesee,NY,14482,LeRoy,Town,36037951200,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,1/20/2015,4/20/2015,Complete,"O'Connell Electric Co., Inc.",No,Enphase Energy,M250-60-2LL-S2X (-ZC) (-NA) (240V),30,SolarWorld,SW 280 Mono,30,"$35,974.60 ","$6,720.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8.4,"8,169.00",No,No,No,42.9815563,-77.9833731,POINT (-77.9833731 42.9815563)
1/31/2026,0000445981,,,,Batavia,Genesee,NY,14020,Batavia,City,36037950800,Outside a NYS DAC,Inside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,3/15/2022,4/12/2022,Complete,3rd ROC Solar LLC,No,Altenergy Power System Inc.,QS1 [240V],5,Hanwha Q CELLS,Q.PEAK DUO L-G7.2 405,18,"$21,871.00 ","$3,645.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.29,"7,048.00",,No,No,43.0052356,-78.1770073,POINT (-78.1770073 43.0052356)
1/31/2026,0000585793,,,,Batavia,Genesee,NY,14020,Batavia,Town,36037950400,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,5/6/2023,9/5/2023,Complete,CIR Electrical Construction Corp.,No,Enphase Energy Inc.,IQ8PLUS-72-2-US [240V],20,Silfab Solar Inc.,SIL-400HC+,20,"$26,400.00 ","$2,400.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8,"9,361.00",,No,No,42.9969801,-78.2278893,POINT (-78.2278893 42.9969801)
1/31/2026,0000706943,,,,Byron,Genesee,NY,14422,Byron,Town,36037950100,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,1/31/2024,3/14/2024,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE7600H-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 405,19,"$31,355.00 ","$1,539.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.7,"7,307.00",,No,Yes,43.0838641,-78.0213473,POINT (-78.0213473 43.0838641)
1/31/2026,0000013026,4116-34423,,,Stafford,Genesee,NY,14143,Stafford,Town,36037951100,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,8/9/2013,7/9/2014,Complete,"Solar Liberty Energy Systems, Inc.",No,SunPower,SPR-7000m (240V),1,SunPower,SPR-X20-250-BLK,27,"$30,037.50 ","$9,450.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,6.75,"8,078.00",No,No,No,42.993331,-78.0247372,POINT (-78.0247372 42.993331)
